GeneID,CTRL1,CTRL2,SAMPLE1,SAMPLE2
ENSG00000232148,0,0,0,0
ENSG00000278811,47,58,47,63
ENSG00000000460,387,273,144,240
ENSG00000188859,236,94,10,100
ENSG00000275075,0,0,0,0
ENSG00000135862,3810,3074,7147,7150
ENSG00000232952,3,3,6,2
ENSG00000227722,0,1,0,0
ENSG00000285922,1,2,4,1
ENSG00000275801,0,0,0,0
ENSG00000143198,1003,1009,1083,1477
ENSG00000143318,95,14,27,55
ENSG00000232188,0,0,0,0
ENSG00000232212,0,0,0,0
ENSG00000143621,5120,5008,4727,4707
ENSG00000241042,0,0,0,0
ENSG00000143155,1373,1432,1329,1660
ENSG00000260322,0,0,0,0
ENSG00000223495,2,2,0,4
ENSG00000143156,428,336,230,386
ENSG00000198771,1,3,20,16
ENSG00000225462,0,0,0,2
ENSG00000237756,2,0,0,3
ENSG00000116147,196,83,16,187
ENSG00000213064,1750,1547,1632,1578
ENSG00000203307,1,1,5,1
ENSG00000143179,662,675,316,604
ENSG00000271187,0,0,0,0
ENSG00000274562,0,0,0,0
ENSG00000143315,907,735,608,846
ENSG00000231175,0,0,0,0
ENSG00000143185,0,0,0,0
ENSG00000272931,19,24,4,25
ENSG00000143190,1564,2214,627,1513
ENSG00000225475,0,0,0,0
ENSG00000230898,0,0,0,0
ENSG00000232223,0,0,0,0
ENSG00000224698,0,0,0,0
ENSG00000287697,2,5,3,1
ENSG00000075945,2078,2363,6531,3713
ENSG00000235303,0,0,0,1
ENSG00000234810,1,0,39,33
ENSG00000224468,5,10,29,17
ENSG00000235628,0,0,0,0
ENSG00000232551,0,0,0,0
ENSG00000092607,78,357,236,1141
ENSG00000238270,0,0,0,0
ENSG00000285894,0,0,0,0
ENSG00000236025,0,0,0,0
ENSG00000230687,0,0,0,0
ENSG00000230704,0,0,0,0
ENSG00000283255,0,0,0,0
ENSG00000227741,39,26,20,43
ENSG00000237049,0,0,0,0
ENSG00000286754,3,1,1,1
ENSG00000232751,0,0,1,0
ENSG00000236364,15,16,15,23
ENSG00000117091,0,0,0,0
ENSG00000235378,0,0,0,2
ENSG00000143171,77,37,19,60
ENSG00000275767,0,0,0,0
ENSG00000224718,0,0,0,0
ENSG00000047410,6465,5791,6600,6137
ENSG00000231992,0,1,0,1
ENSG00000018625,9586,2101,1018,6665
ENSG00000171806,99,133,92,134
ENSG00000287919,4,0,1,2
ENSG00000233882,0,0,0,0
ENSG00000198358,1,0,0,0
ENSG00000134216,0,0,0,0
ENSG00000230748,0,0,0,0
ENSG00000254154,12,4,42,17
ENSG00000162694,1538,1274,2760,1859
ENSG00000238108,0,0,0,0
ENSG00000214262,0,0,0,0
ENSG00000215835,28,22,9,18
ENSG00000118197,333,390,257,458
ENSG00000135842,189,146,86,248
ENSG00000229258,0,0,1,0
ENSG00000287472,0,0,0,0
ENSG00000241318,2,0,1,2
ENSG00000228238,3,8,11,7
ENSG00000232393,0,0,1,1
ENSG00000184155,0,0,0,0
ENSG00000058085,77,83,141,58
ENSG00000260088,0,0,1,4
ENSG00000116815,186,75,144,122
ENSG00000232917,0,0,0,1
ENSG00000233057,4,4,9,9
ENSG00000237131,0,0,0,0
ENSG00000233946,0,0,0,0
ENSG00000143167,5,7,1,13
ENSG00000143184,1,0,0,0
ENSG00000260976,0,0,0,0
ENSG00000235215,0,0,1,0
ENSG00000224691,1,2,69,6
ENSG00000286572,0,0,0,0
ENSG00000235101,0,1,0,0
ENSG00000228215,0,0,0,3
ENSG00000177807,178,31,6,34
ENSG00000233626,2,7,6,10
ENSG00000233691,0,1,0,0
ENSG00000283518,0,1,1,0
ENSG00000271527,0,0,0,0
ENSG00000143228,975,713,205,598
ENSG00000235827,0,0,0,0
ENSG00000231615,1,0,3,0
ENSG00000231714,0,0,0,0
ENSG00000174514,24,55,60,55
ENSG00000143178,44,44,50,100
ENSG00000224837,4,6,3,3
ENSG00000116833,3,8,2320,31
ENSG00000227740,17,12,10,15
ENSG00000260990,1,0,0,0
ENSG00000000457,404,413,574,511
ENSG00000143507,103,155,57,135
ENSG00000285638,0,0,0,0
ENSG00000284592,0,0,0,0
ENSG00000230987,1,0,0,0
ENSG00000232527,0,0,0,0
ENSG00000215833,0,1,0,0
ENSG00000228167,0,0,0,0
ENSG00000225325,0,0,0,0
ENSG00000223344,0,0,0,0
ENSG00000150732,0,0,0,0
ENSG00000157064,3888,8183,240,5461
ENSG00000288139,0,0,0,0
ENSG00000215808,6,4,31,39
ENSG00000059588,2787,2606,1985,2824
ENSG00000237379,0,0,0,0
ENSG00000232959,0,0,0,0
ENSG00000122224,0,0,0,0
ENSG00000162782,4,2,11,4
ENSG00000238051,0,0,0,0
ENSG00000233196,4,4,6,5
ENSG00000229220,0,0,0,0
ENSG00000143653,1066,891,687,904
ENSG00000158711,670,962,1236,915
ENSG00000227747,0,0,0,0
ENSG00000228081,0,0,0,0
ENSG00000228020,0,0,0,0
ENSG00000234975,14,11,23,6
ENSG00000162851,167,179,281,219
ENSG00000271427,2,3,10,7
ENSG00000143353,203,237,179,237
ENSG00000197965,4566,3358,6251,4993
ENSG00000143493,720,719,451,782
ENSG00000230777,4,8,2,6
ENSG00000179397,27,52,75,55
ENSG00000224540,1,14,1,2
ENSG00000117592,2136,1693,2591,2544
ENSG00000186197,26,13,13,9
ENSG00000229067,0,0,0,0
ENSG00000230231,0,0,0,0
ENSG00000227711,0,0,1,0
ENSG00000261182,0,0,0,0
ENSG00000228879,0,1,3,0
ENSG00000227925,0,0,0,0
ENSG00000162670,243,195,9,175
ENSG00000225712,0,1,0,0
ENSG00000162761,233,58,49,405
ENSG00000143199,6,11,5,11
ENSG00000007908,0,1,2,1
ENSG00000092978,616,643,640,622
ENSG00000143499,493,569,367,412
ENSG00000188404,3,0,26,5
ENSG00000227735,0,0,0,0
ENSG00000143196,12,86,0,8
ENSG00000228504,0,0,0,0
ENSG00000274702,0,0,0,0
ENSG00000226211,0,0,0,0
ENSG00000236942,0,1,7,3
ENSG00000287205,8,3,10,2
ENSG00000203697,4,5,4,16
ENSG00000116574,1206,1628,4297,2220
ENSG00000287929,3,10,2,7
ENSG00000224896,0,0,0,0
ENSG00000226292,0,0,1,0
ENSG00000121481,1047,1347,1028,1266
ENSG00000227940,0,0,0,0
ENSG00000143248,123,59,196,670
ENSG00000162814,122,74,40,101
ENSG00000225172,0,0,0,0
ENSG00000261642,0,0,0,0
ENSG00000228239,0,0,0,0
ENSG00000237283,0,0,3,2
ENSG00000116132,2161,1953,43183,14549
ENSG00000238042,0,0,0,0
ENSG00000271475,0,0,0,1
ENSG00000231877,0,0,0,0
ENSG00000116679,4798,4316,4040,5541
ENSG00000228536,9,5,12,25
ENSG00000230550,5,3,4,7
ENSG00000229242,0,0,0,0
ENSG00000228470,1,2,0,0
ENSG00000152092,1549,1026,573,1676
ENSG00000234984,0,0,0,0
ENSG00000231648,1,0,0,0
ENSG00000229983,0,0,0,1
ENSG00000215149,0,0,0,0
ENSG00000225122,0,0,0,0
ENSG00000225920,16,18,16,16
ENSG00000143476,920,385,175,392
ENSG00000121486,469,508,544,510
ENSG00000228437,0,0,0,0
ENSG00000057252,621,468,856,616
ENSG00000285718,0,0,0,0
ENSG00000234070,0,1,0,0
ENSG00000233620,0,0,0,0
ENSG00000237783,0,0,0,0
ENSG00000233018,0,1,0,1
ENSG00000123685,12,5,7,7
ENSG00000224783,0,0,0,0
ENSG00000162852,694,633,509,785
ENSG00000232792,0,0,2,0
ENSG00000273004,23,18,7,15
ENSG00000143842,340,979,145,458
ENSG00000268062,4,2,7,0
ENSG00000237409,0,1,1,0
ENSG00000116962,1094,918,5631,4464
ENSG00000288078,0,0,0,0
ENSG00000271399,0,0,0,0
ENSG00000229757,1,0,0,0
ENSG00000232679,0,0,0,0
ENSG00000220749,14,24,22,10
ENSG00000181450,785,842,649,855
ENSG00000223519,32,16,48,33
ENSG00000120333,770,780,664,818
ENSG00000286285,0,0,1,25
ENSG00000225300,2,5,4,1
ENSG00000223842,1,0,5,3
ENSG00000162753,18,10,9,13
ENSG00000228247,0,2,0,0
ENSG00000231424,1,6,117,4
ENSG00000143355,4166,5550,128,4574
ENSG00000287177,0,0,0,0
ENSG00000237193,0,0,0,0
ENSG00000223490,0,0,0,0
ENSG00000121644,1327,1108,1971,1560
ENSG00000174502,2,0,2,0
ENSG00000224286,3,0,8,6
ENSG00000158715,263,1084,144,253
ENSG00000143195,3520,3794,50,1748
ENSG00000162849,1572,1591,11403,5711
ENSG00000232824,0,1,0,1
ENSG00000273416,4,2,0,2
ENSG00000234142,0,0,0,0
ENSG00000282111,0,0,0,0
ENSG00000233410,0,0,0,1
ENSG00000067533,433,602,359,481
ENSG00000228955,2,1,1,0
ENSG00000270443,0,0,0,0
ENSG00000116209,2856,2782,3558,3869
ENSG00000224702,0,1,0,10
ENSG00000271811,6,8,105,29
ENSG00000224278,0,0,0,0
ENSG00000235492,0,0,0,0
ENSG00000287808,16,40,15,15
ENSG00000229840,0,1,0,0
ENSG00000116161,1578,1316,1063,1478
ENSG00000226486,0,0,0,0
ENSG00000227687,0,0,0,0
ENSG00000231814,0,0,0,0
ENSG00000286210,0,0,0,0
ENSG00000287364,0,1,0,0
ENSG00000225063,0,1,0,0
ENSG00000260698,4,3,5,9
ENSG00000277007,16,21,21,22
ENSG00000229016,0,1,0,0
ENSG00000152104,717,229,2789,1240
ENSG00000236975,5,8,0,5
ENSG00000286541,0,0,0,0
ENSG00000117650,766,502,110,474
ENSG00000235021,0,0,0,0
ENSG00000203724,28,21,26,51
ENSG00000225006,0,0,0,0
ENSG00000287633,12,11,1,6
ENSG00000158764,9,3,0,2
ENSG00000223375,0,0,1,0
ENSG00000230714,0,0,0,0
ENSG00000261065,0,0,0,0
ENSG00000260855,137,115,207,111
ENSG00000236206,1,3,1,0
ENSG00000168118,730,935,922,1004
ENSG00000181101,2,1,0,1
ENSG00000173726,4827,5412,3263,6036
ENSG00000282852,0,0,0,1
ENSG00000152382,877,850,418,790
ENSG00000143839,1,38,46,113
ENSG00000232100,0,0,0,0
ENSG00000261024,2,6,5,3
ENSG00000230547,0,1,3,0
ENSG00000229703,0,0,0,0
ENSG00000176754,2,0,0,0
ENSG00000227953,62,31,106,47
ENSG00000232215,2,0,0,0
ENSG00000135829,8340,7020,6272,7444
ENSG00000228289,0,0,1,0
ENSG00000134717,2474,3305,1526,2760
ENSG00000232989,0,0,0,0
ENSG00000233537,0,0,0,0
ENSG00000116668,375,471,395,376
ENSG00000143756,760,880,762,841
ENSG00000278180,0,0,0,0
ENSG00000232341,1,1,2,1
ENSG00000287676,6,6,3,6
ENSG00000236792,1,2,1,0
ENSG00000143207,956,1119,983,1214
ENSG00000270859,0,0,0,0
ENSG00000238224,0,0,0,0
ENSG00000286775,0,0,0,1
ENSG00000237492,0,0,0,0
ENSG00000230404,0,1,0,1
ENSG00000236230,0,0,2,1
ENSG00000026751,0,0,0,0
ENSG00000150681,0,1,1,2
ENSG00000116906,1730,1797,1118,1905
ENSG00000092969,622,1130,2634,1439
ENSG00000157181,824,737,819,789
ENSG00000250762,1,1,1,1
ENSG00000236720,0,0,0,0
ENSG00000227421,0,0,0,0
ENSG00000227240,0,0,0,0
ENSG00000076258,43,41,122,37
ENSG00000286073,1,0,0,0
ENSG00000231084,40,31,9,25
ENSG00000117697,901,789,567,729
ENSG00000235083,0,0,0,0
ENSG00000162669,387,580,162,448
ENSG00000132681,22,10,10,15
ENSG00000225904,0,0,0,0
ENSG00000270920,0,0,0,0
ENSG00000281664,0,1,0,0
ENSG00000143641,2448,2227,4289,3990
ENSG00000227630,9,6,8,11
ENSG00000228830,0,0,0,0
ENSG00000010932,26,21,256,106
ENSG00000282849,0,0,29,7
ENSG00000276520,0,0,0,0
ENSG00000226640,0,0,0,0
ENSG00000010072,407,423,347,384
ENSG00000135766,165,159,129,180
ENSG00000279261,0,1,0,0
ENSG00000213051,5,6,11,3
ENSG00000238054,0,0,0,0
ENSG00000163534,0,0,0,1
ENSG00000168243,3609,3047,62,2495
ENSG00000281453,0,0,0,0
ENSG00000237469,0,0,0,0
ENSG00000224939,0,1,2,4
ENSG00000227613,0,0,0,0
ENSG00000116183,375,345,1637,4464
ENSG00000270106,0,0,0,0
ENSG00000232194,0,3,0,2
ENSG00000235152,0,1,0,0
ENSG00000231612,3,0,4,6
ENSG00000237980,0,0,0,0
ENSG00000271036,0,0,0,0
ENSG00000230849,2,0,1,0
ENSG00000170382,2677,872,513,2001
ENSG00000226868,0,0,0,0
ENSG00000279401,0,1,0,0
ENSG00000272362,0,0,0,0
ENSG00000287450,0,0,0,0
ENSG00000237011,0,0,0,0
ENSG00000233583,0,0,1,2
ENSG00000066027,302,126,366,395
ENSG00000286263,0,5,0,1
ENSG00000227006,24,14,35,21
ENSG00000236372,0,0,0,0
ENSG00000224525,5,1,0,1
ENSG00000173728,1,2,0,1
ENSG00000094975,2488,2031,4303,3616
ENSG00000225811,0,0,0,0
ENSG00000273093,0,0,0,0
ENSG00000162772,320,281,77,385
ENSG00000227818,0,0,0,0
ENSG00000135828,51,42,169,58
ENSG00000286398,0,0,0,0
ENSG00000076356,4537,6458,1084,5589
ENSG00000185523,1,4,3,1
ENSG00000236108,1,0,1,1
ENSG00000116711,135,47,123,40
ENSG00000226750,0,0,2,0
ENSG00000285665,3,9,6,4
ENSG00000231022,0,0,0,0
ENSG00000224436,0,0,0,0
ENSG00000228208,6,7,3,4
ENSG00000273384,1,6,3,4
ENSG00000238061,6,6,5,12
ENSG00000234915,0,0,4,0
ENSG00000143845,360,440,447,421
ENSG00000235862,0,0,0,1
ENSG00000227585,0,0,0,0
ENSG00000157060,0,0,0,0
ENSG00000237213,0,0,0,0
ENSG00000224260,0,0,0,1
ENSG00000213045,0,0,1,1
ENSG00000287220,0,0,0,1
ENSG00000230063,0,0,0,0
ENSG00000235467,0,0,0,0
ENSG00000123684,1433,1221,1038,2014
ENSG00000117707,212,268,54,181
ENSG00000228044,0,1,0,0
ENSG00000225338,4,4,10,0
ENSG00000224407,0,0,0,0
ENSG00000232463,0,0,0,0
ENSG00000237457,22,35,0,40
ENSG00000225171,21,23,9,5
ENSG00000226843,0,0,0,0
ENSG00000235386,0,0,1,0
ENSG00000123836,463,392,586,587
ENSG00000213690,0,2,1,0
ENSG00000223982,0,0,0,0
ENSG00000229832,4,0,1,0
ENSG00000117691,403,129,518,354
ENSG00000225233,0,0,0,0
ENSG00000274895,1,1,0,1
ENSG00000237514,1,0,0,0
ENSG00000287856,0,0,0,0
ENSG00000228067,1,0,7,2
ENSG00000226375,0,0,1,1
ENSG00000203705,322,374,197,368
ENSG00000224040,4,1,0,3
ENSG00000228686,5,5,1,2
ENSG00000279838,34,28,8,21
ENSG00000174175,1,1,0,5
ENSG00000236401,0,0,0,0
ENSG00000241475,0,0,0,0
ENSG00000215800,0,0,0,0
ENSG00000286421,0,0,0,0
ENSG00000270936,0,0,0,0
ENSG00000008118,210,337,850,587
ENSG00000171161,1057,814,457,844
ENSG00000241505,0,0,0,0
ENSG00000224535,0,0,0,0
ENSG00000282097,0,0,0,0
ENSG00000261453,2,3,0,4
ENSG00000231020,0,0,0,0
ENSG00000270818,0,0,0,0
ENSG00000196878,22,30,110,76
ENSG00000133059,1076,820,1381,1358
ENSG00000225561,0,0,0,0
ENSG00000242529,0,0,0,0
ENSG00000074964,1627,1787,468,1505
ENSG00000223847,0,0,0,0
ENSG00000277704,0,0,0,0
ENSG00000116918,682,706,860,839
ENSG00000287445,3,1,3,3
ENSG00000259815,0,0,0,0
ENSG00000240963,0,0,0,0
ENSG00000226570,0,0,0,0
ENSG00000198929,303,457,696,543
ENSG00000272167,0,0,0,0
ENSG00000230628,0,1,0,1
ENSG00000162771,0,0,0,0
ENSG00000227579,0,0,0,1
ENSG00000176393,650,495,994,725
ENSG00000174606,974,967,837,978
ENSG00000179914,0,0,0,2
ENSG00000235750,60,7,81,30
ENSG00000121446,0,0,0,1
ENSG00000226758,3,1,0,3
ENSG00000236905,2,2,0,7
ENSG00000233304,0,0,0,4
ENSG00000288007,1,0,2,1
ENSG00000227887,1,0,0,1
ENSG00000116903,409,452,420,479
ENSG00000228255,0,0,0,0
ENSG00000226196,0,0,0,0
ENSG00000287354,0,0,0,1
ENSG00000233827,0,0,0,0
ENSG00000198797,233,46,15,177
ENSG00000151414,697,943,1483,1161
ENSG00000177614,922,1107,70,1239
ENSG00000235182,0,0,0,0
ENSG00000213041,1,0,2,0
ENSG00000287157,0,0,2,0
ENSG00000233920,0,1,0,0
ENSG00000183831,83,49,52,48
ENSG00000225755,0,0,0,0
ENSG00000197472,54,54,13,71
ENSG00000230184,2,1,1,1
ENSG00000232436,0,0,0,0
ENSG00000231718,0,0,0,1
ENSG00000136643,1007,960,986,1192
ENSG00000232537,2,2,0,0
ENSG00000226036,0,0,0,0
ENSG00000285521,0,0,0,0
ENSG00000236317,1,1,3,2
ENSG00000176855,0,0,0,0
ENSG00000227728,0,0,0,0
ENSG00000133069,897,1191,285,902
ENSG00000162877,4,1,3,0
ENSG00000233461,18,19,16,18
ENSG00000225401,0,1,0,2
ENSG00000228190,0,0,0,0
ENSG00000135747,6,9,0,5
ENSG00000227237,0,1,0,1
ENSG00000069248,2336,2796,1704,2196
ENSG00000232812,2,3,0,8
ENSG00000242042,0,0,0,0
ENSG00000234464,0,0,0,0
ENSG00000253148,2,0,0,0
ENSG00000227751,0,0,0,0
ENSG00000090104,85,0,0,37
ENSG00000285280,2,6,5,11
ENSG00000232892,1,1,1,0
ENSG00000236950,0,0,0,0
ENSG00000236468,0,0,0,0
ENSG00000185220,310,207,226,235
ENSG00000226003,0,0,0,0
ENSG00000230813,0,0,0,0
ENSG00000236101,0,0,0,0
ENSG00000162769,986,1165,494,1114
ENSG00000133065,1144,826,1473,1549
ENSG00000278684,0,0,0,0
ENSG00000236775,0,3,2,1
ENSG00000042781,56,21,10,20
ENSG00000234754,0,0,0,0
ENSG00000233084,3,2,0,1
ENSG00000227815,2,2,0,1
ENSG00000287046,2,0,0,3
ENSG00000223774,1,2,5,0
ENSG00000228863,2,4,3,12
ENSG00000228646,0,0,0,0
ENSG00000229112,0,0,0,0
ENSG00000233332,0,0,0,1
ENSG00000231984,0,0,0,0
ENSG00000286213,0,0,0,0
ENSG00000226876,1,0,0,0
ENSG00000277462,267,372,158,286
ENSG00000225591,5,3,2,5
ENSG00000035687,898,894,1180,1268
ENSG00000213080,9,7,5,6
ENSG00000180287,156,41,31,234
ENSG00000226693,0,0,0,0
ENSG00000234678,73,67,153,89
ENSG00000231272,2,1,0,1
ENSG00000223828,0,1,1,0
ENSG00000163431,44,17,45,91
ENSG00000230124,1068,1026,1147,1237
ENSG00000226723,1,0,1,3
ENSG00000272672,1,0,0,2
ENSG00000228982,1,0,0,2
ENSG00000235096,0,0,0,1
ENSG00000007341,321,337,231,295
ENSG00000286747,48,85,55,88
ENSG00000236069,0,1,0,0
ENSG00000236244,0,1,0,1
ENSG00000272865,14,16,0,3
ENSG00000117222,834,745,712,740
ENSG00000143324,6234,6746,1178,5772
ENSG00000229871,2,2,5,1
ENSG00000225222,0,0,0,0
ENSG00000118193,867,473,229,409
ENSG00000231940,1,0,7,4
ENSG00000198842,0,2,0,6
ENSG00000286619,232,168,156,10
ENSG00000198756,431,304,2307,699
ENSG00000259823,0,0,0,0
ENSG00000271558,0,0,0,0
ENSG00000227554,0,0,0,0
ENSG00000178596,0,0,0,0
ENSG00000135749,1011,898,1234,1168
ENSG00000143786,78,114,79,99
ENSG00000054282,544,412,477,453
ENSG00000183780,136,181,52,121
ENSG00000229663,0,0,0,0
ENSG00000162702,1132,1404,1937,1396
ENSG00000251508,0,0,0,0
ENSG00000238272,6,5,0,3
ENSG00000228530,0,0,0,0
ENSG00000235060,0,0,0,0
ENSG00000143194,28,14,1,19
ENSG00000229531,1,1,0,0
ENSG00000271329,2,0,3,2
ENSG00000054267,2229,2297,2162,2402
ENSG00000287921,0,1,0,2
ENSG00000177800,0,0,0,0
ENSG00000232166,0,1,0,1
ENSG00000175137,1206,1388,941,1387
ENSG00000134245,1010,998,294,1639
ENSG00000227373,3,7,0,7
ENSG00000228175,56,57,20,39
ENSG00000069275,14079,12894,11135,14536
ENSG00000143674,132,35,77,162
ENSG00000237317,1,0,0,2
ENSG00000187889,58,21,35,302
ENSG00000134375,1119,951,1136,1192
ENSG00000097046,1323,913,506,1030
ENSG00000232113,0,0,0,1
ENSG00000282718,1,0,0,0
ENSG00000231378,0,0,0,3
ENSG00000235605,0,2,0,0
ENSG00000223525,1,2,0,0
ENSG00000224857,0,0,0,0
ENSG00000273367,3,1,6,4
ENSG00000230604,0,0,0,1
ENSG00000231605,0,1,1,0
ENSG00000236358,5,5,3,0
ENSG00000203737,5,2,0,6
ENSG00000238003,0,0,1,2
ENSG00000215873,2,0,2,2
ENSG00000185420,539,385,362,607
ENSG00000076321,634,759,871,867
ENSG00000272175,0,0,1,0
ENSG00000135778,1113,796,483,826
ENSG00000213070,5,7,1,1
ENSG00000282265,0,0,2,0
ENSG00000229747,0,0,0,0
ENSG00000117280,250,153,534,303
ENSG00000233985,0,0,2,2
ENSG00000232175,0,0,0,0
ENSG00000287423,0,0,1,0
ENSG00000286774,0,0,0,0
ENSG00000236719,0,0,0,0
ENSG00000136636,1665,1549,1329,1620
ENSG00000225486,1,3,1,0
ENSG00000227043,1,0,0,0
ENSG00000163874,46,16,89,57
ENSG00000285777,9,9,4,2
ENSG00000237249,1,0,0,0
ENSG00000286109,0,0,0,1
ENSG00000213068,0,2,0,0
ENSG00000054392,265,236,787,558
ENSG00000227994,0,0,0,0
ENSG00000286552,1,0,0,0
ENSG00000122223,0,0,0,0
ENSG00000235869,0,0,0,0
ENSG00000188739,21,27,18,18
ENSG00000286666,0,0,0,0
ENSG00000135750,160,11,709,371
ENSG00000273198,0,3,1,4
ENSG00000203730,0,2,0,0
ENSG00000225719,0,0,0,0
ENSG00000273483,26,13,8,16
ENSG00000287987,7,0,0,1
ENSG00000203729,0,0,0,0
ENSG00000232809,0,0,0,0
ENSG00000284623,1,0,0,0
ENSG00000285981,0,0,0,0
ENSG00000261729,0,0,0,1
ENSG00000229228,0,0,0,0
ENSG00000215796,1,2,0,0
ENSG00000233047,0,0,0,0
ENSG00000143341,1525,454,35639,6964
ENSG00000228309,0,0,0,3
ENSG00000229739,46,71,43,59
ENSG00000116703,7,14,3,12
ENSG00000273874,0,0,0,0
ENSG00000278757,0,0,0,0
ENSG00000264341,0,0,0,0
ENSG00000264101,0,0,0,0
ENSG00000252404,0,0,0,0
ENSG00000243267,0,2,0,1
ENSG00000239149,4,2,3,6
ENSG00000252151,0,0,0,0
ENSG00000252969,0,0,0,0
ENSG00000252417,0,0,0,0
ENSG00000252956,0,0,0,0
ENSG00000265606,0,0,0,0
ENSG00000284357,0,0,0,0
ENSG00000207237,0,0,0,0
ENSG00000222784,0,0,0,0
ENSG00000266210,0,0,0,0
ENSG00000265961,0,0,0,0
ENSG00000251866,0,0,0,0
ENSG00000252691,0,0,0,0
ENSG00000253005,0,0,0,0
ENSG00000238316,0,0,0,0
ENSG00000207941,0,0,0,0
ENSG00000264773,0,0,0,0
ENSG00000252448,0,4,4,1
ENSG00000200421,0,0,0,0
ENSG00000222282,0,0,0,0
ENSG00000199963,0,0,0,0
ENSG00000264698,0,0,0,0
ENSG00000207328,0,0,0,0
ENSG00000207466,0,0,0,0
ENSG00000252368,0,0,0,0
ENSG00000206779,0,0,0,2
ENSG00000265596,0,0,0,0
ENSG00000212541,12,16,14,6
ENSG00000200796,0,0,0,0
ENSG00000252190,0,0,0,0
ENSG00000264613,0,0,0,0
ENSG00000199240,0,0,0,0
ENSG00000277168,0,0,0,0
ENSG00000283724,0,0,0,0
ENSG00000284410,0,0,0,0
ENSG00000252018,0,0,0,0
ENSG00000206627,5,1,1,0
ENSG00000283414,0,0,0,0
ENSG00000207508,0,1,2,0
ENSG00000200171,0,0,0,0
ENSG00000207194,0,0,0,0
ENSG00000283477,0,0,0,0
ENSG00000264834,3,7,0,3
ENSG00000263675,19,23,14,24
ENSG00000266188,0,0,0,0
ENSG00000206981,0,0,0,0
ENSG00000200174,0,0,0,0
ENSG00000265815,0,0,1,0
ENSG00000238653,0,0,0,0
ENSG00000212624,1,0,0,0
ENSG00000200575,0,0,0,0
ENSG00000212360,0,0,1,0
ENSG00000242860,0,0,0,0
ENSG00000263908,0,0,0,0
ENSG00000283690,0,0,0,0
ENSG00000199921,0,0,0,0
ENSG00000251825,0,0,0,0
ENSG00000201153,0,0,0,0
ENSG00000222624,0,0,0,1
ENSG00000223152,0,0,0,0
ENSG00000212308,0,0,0,0
ENSG00000279049,0,0,0,0
ENSG00000276081,0,0,0,3
ENSG00000239640,0,0,0,0
ENSG00000252338,0,0,0,0
ENSG00000251785,0,0,1,0
ENSG00000239319,0,0,0,0
ENSG00000222849,0,0,0,0
ENSG00000283749,0,0,0,1
ENSG00000251767,0,0,0,0
ENSG00000243437,0,1,0,1
ENSG00000202263,0,0,0,0
ENSG00000199318,1,0,0,1
ENSG00000199666,0,0,0,0
ENSG00000200601,0,0,0,0
ENSG00000242482,0,0,0,0
ENSG00000212366,0,0,2,0
ENSG00000201620,0,0,0,1
ENSG00000206817,0,1,0,1
ENSG00000284247,0,0,0,0
ENSG00000200839,2,0,0,0
ENSG00000264963,0,0,0,0
ENSG00000264271,0,0,0,0
ENSG00000239504,0,0,0,0
ENSG00000284202,0,0,0,0
ENSG00000251720,2,1,3,2
ENSG00000274321,0,0,0,0
ENSG00000198974,0,0,0,0
ENSG00000212248,0,0,0,0
ENSG00000207962,0,0,1,2
ENSG00000276884,0,0,0,0
ENSG00000207234,10,7,3,12
ENSG00000202259,0,0,3,0
ENSG00000212459,0,0,0,0
ENSG00000278287,0,0,0,0
ENSG00000277565,0,0,0,0
ENSG00000263526,0,0,2,0
ENSG00000211575,2,2,1,1
ENSG00000275823,0,0,0,0
ENSG00000277689,0,0,0,0
ENSG00000274199,0,0,0,0
ENSG00000202254,0,0,0,0
ENSG00000244256,0,1,13,6
ENSG00000201491,0,0,0,0
ENSG00000199831,0,0,0,0
ENSG00000275455,0,0,0,0
ENSG00000252162,0,0,0,0
ENSG00000272051,0,0,0,0
ENSG00000283899,0,0,0,0
ENSG00000200800,0,0,0,0
ENSG00000207502,0,0,0,0
ENSG00000252530,0,0,0,0
ENSG00000200536,0,0,0,0
ENSG00000211543,0,0,0,0
ENSG00000252797,1,6,2,4
ENSG00000212266,0,0,0,0
ENSG00000222209,0,0,0,0
ENSG00000277141,0,0,0,0
ENSG00000215930,0,0,0,0
ENSG00000238761,0,0,0,0
ENSG00000201114,0,0,2,0
ENSG00000206679,2,0,0,1
ENSG00000264419,0,0,2,0
ENSG00000222069,0,1,1,0
ENSG00000199879,0,0,0,0
ENSG00000252005,0,0,0,0
ENSG00000252510,0,0,0,0
ENSG00000252830,0,0,0,0
ENSG00000239984,0,0,0,0
ENSG00000283296,3,2,0,4
ENSG00000252717,0,0,0,0
ENSG00000194297,0,0,0,1
ENSG00000277313,0,0,0,0
ENSG00000207341,1,0,0,0
ENSG00000207472,0,0,0,0
ENSG00000206880,0,0,0,0
ENSG00000252552,1,1,1,0
ENSG00000199849,0,0,0,0
ENSG00000252407,0,0,0,0
ENSG00000212538,0,0,0,0
ENSG00000251813,0,0,0,0
ENSG00000207108,0,0,0,0
ENSG00000201312,0,0,0,0
ENSG00000202491,0,0,0,0
ENSG00000201596,0,0,0,0
ENSG00000276839,0,0,0,0
ENSG00000207974,0,0,0,0
ENSG00000273629,1,0,0,0
ENSG00000201493,0,0,0,0
ENSG00000215952,0,0,0,0
ENSG00000200139,0,0,0,0
ENSG00000283575,1,0,0,0
